Actual,Predicted
248.6,266.75424
193.6,148.85283
408.6,394.2147
308.6,324.38043
66.99,98.81281
198.6,277.20026
138.6,201.35051
113.6,164.15587
348.6,202.62738
251.98,200.89932
228.6,277.08755
50.98,125.41968
198.6,234.9483
848.6,263.27075
158.6,204.71303
518.6,403.2984
298.6,249.09523
108.6,170.66562
43.98,101.47887
358.6,357.21524
191.6,362.56863
148.6,180.5932
118.6,213.79619
378.6,222.30128
558.6,512.6908
97.99,130.46089
228.6,234.80269
278.6,207.14262
172.6,275.8593
158.6,238.38008
408.6,392.75122
172.6,238.77759
508.6,500.7176
338.61,400.57748
398.6,232.65785
98.6,248.65506
178.6,217.38708
148.6,227.85295
308.6,341.38754
98.6,155.73105
248.6,335.5064
215.6,184.81499
288.6,243.13333
143.6,218.04025
43.98,46.337883
508.6,344.80405
228.6,172.57231
288.6,201.6039
168.61,182.4564
218.6,209.29884
608.6,619.0234
151.6,249.75917
244.6,200.85443
164.35,192.55795
168.61,255.75406
252.61,313.6653
249.35,359.18015
198.6,234.41243
204.35,213.57042
248.6,203.41147
278.6,200.43495
143.6,219.56874
244.6,243.73134
278.6,398.12192
363.6,366.7928
288.61,243.14879
318.6,356.73474
998.6,449.3034
498.6,522.2838
348.6,227.53493
148.6,148.14896
178.6,266.00046
358.6,259.4864
298.6,240.80228
398.6,433.5249
215.6,275.31024
278.6,246.77919
358.6,368.1014
128.6,221.04959
408.6,379.1128
148.6,250.48721
233.6,315.96927
168.61,193.51839
108.6,183.24422
298.6,247.28375
172.6,255.5917
151.6,188.60788
228.6,235.31183
348.6,209.4515
278.6,431.02078
118.6,194.51903
178.6,199.98357
88.6,210.68912
78.6,224.97458
248.6,249.56523
318.6,156.911
143.6,140.79465
178.6,192.925
118.6,206.17815
93.99,178.72324
278.6,206.64723
273.6,216.52373
134.36,206.2206
88.6,143.84792
348.6,247.32153
198.6,261.4959
108.6,185.16034
140.6,226.60062
73.98,161.88873
118.6,218.92232
188.6,163.19061
498.6,477.93045
178.6,211.986
143.6,175.52744
205.6,184.18588
178.6,218.00874
188.6,202.25996
168.61,225.19975
368.6,358.28958
113.6,171.144
68.6,193.44849
298.6,341.31305
318.6,235.06241
188.6,179.71103
138.6,193.8107
203.6,248.21498
248.6,211.70457
140.6,172.47719
413.6,264.4387
188.6,237.22688
178.6,191.00948
358.6,310.2993
50.99,77.55588
408.6,404.90692
408.6,396.04373
683.61,627.43036
88.6,215.85146
128.6,198.657
278.6,244.10202
188.6,261.34988
205.6,186.26085
348.6,231.2362
188.6,200.89772
218.59,191.50491
123.98,127.27826
268.59,220.58336
103.6,140.78093
148.6,191.09155
140.6,228.61679
202.6,257.2201
218.6,199.6007
308.6,266.75424
78.6,145.23276
140.6,196.7726
151.6,143.2498
218.6,181.33896
168.61,211.43408
118.6,194.80391
148.6,177.67535
308.6,377.15143
413.6,232.1932
488.6,277.96405
202.6,208.95033
228.6,151.79929
218.6,200.20703
188.6,244.31216
258.6,203.48886
113.6,150.09204
468.61,213.7315
172.6,205.93495
203.6,170.94614
308.6,400.4522
238.6,210.42056
264.36,192.3608
184.35,207.19305
140.6,228.3851
244.6,217.23817
98.6,199.21378
298.6,230.0236
172.6,258.54056
191.6,179.80255
118.6,212.29698
238.6,168.1085
328.6,331.07617
238.6,230.61775
98.6,230.21559
233.6,167.03285
408.6,332.24722
158.6,189.37505
578.6,425.77045
378.6,365.45142
88.6,155.91402
408.6,416.1319
598.61,602.269
102.6,230.40773
168.61,216.51454
598.61,605.65594
58.6,176.2813
162.6,191.82515
168.61,259.4038
140.6,182.04594
143.6,175.47987
123.61,173.86716
478.6,255.11382
308.6,362.0223
163.98,176.00357
151.6,229.10681
358.6,376.9545
128.6,176.22998
53.99,78.303116
308.6,259.8462
138.6,221.84036
102.6,233.79648
198.6,271.83752
518.59,502.53644
183.6,239.49231
268.59,239.07375
172.6,232.26132
198.6,231.78467
518.59,377.3338
358.6,368.86783
218.6,175.8077
338.61,239.67157
268.6,246.09105
154.35,212.51839
168.61,198.60559
93.99,75.99159
214.35,224.6123
158.6,227.83868
428.6,361.55994
348.6,389.86444
53.98,96.55004
408.6,401.59683
388.6,290.42203
188.6,226.41583
218.6,284.9792
316.6,424.1067
148.6,218.61304
123.61,213.16678
98.6,145.26295
198.6,211.65652
151.6,144.56969
278.6,226.5729
378.6,427.28857
218.6,209.49039
618.6,620.7264
98.6,246.8432
358.6,377.2465
418.6,463.88403
298.6,402.33792
265.6,250.02852
328.6,282.71442
228.6,228.30818
218.6,291.95346
333.61,268.9008
408.6,433.7264
188.6,181.93607
198.6,207.70103
478.6,234.736
285.6,323.95657
278.6,294.27255
318.6,319.48907
168.61,277.28387
215.6,263.3684
398.6,432.75018
278.6,385.63416
403.6,356.32153
93.6,154.76587
158.6,178.0699
508.6,400.75873
398.6,336.87567
298.6,267.73285
408.6,393.99603
178.6,119.00511
188.6,168.4946
88.6,191.33769
289.6,276.5401
458.6,403.74152
233.6,245.14853
183.99,104.32364
228.6,206.36316
188.6,210.69858
248.6,240.02502
378.6,449.40088
226.6,178.00487
368.6,323.68817
248.6,249.56523
228.6,196.58055
173.98,86.218285
118.6,232.9094
248.6,266.30438
338.61,374.1814
228.6,242.57442
98.6,166.25034
42.98,89.22698
498.6,489.54443
203.6,246.36252
103.6,189.21982
468.59,457.61334
308.6,409.62128
228.6,255.11104
443.6,437.01318
228.6,237.3742
364.52,260.09872
308.6,238.60805
244.6,235.88217
218.6,182.49464
218.6,243.02098
151.6,231.5541
138.6,167.04912
218.6,222.02689
81.98,88.469536
408.6,405.36005
198.6,228.72685
248.6,195.50237
78.6,195.18878
218.6,219.6956
252.61,275.73816
328.6,251.52242
308.6,270.83084
218.6,203.53981
248.6,292.35577
188.6,204.65405
488.6,227.24602
42.98,120.60964
140.6,205.18225
368.6,207.08182
588.61,394.3823
98.6,212.86205
188.6,235.88217
30.98,106.13465
618.6,597.5728
98.6,169.88976
178.6,205.0681
463.61,345.22644
508.6,497.83743
199.6,325.40634
318.6,201.61076
148.6,184.01523
298.6,405.40634
578.6,390.74774
192.61,219.77356
278.6,249.13258
143.6,222.10426
328.6,267.03745
63.99,55.091084
361.6,355.48193
47.98,82.09158
98.6,165.08334
188.6,210.58572
193.6,146.03102
458.6,419.5658
138.6,217.53824
348.6,273.4724
528.59,389.74893
488.6,461.3482
158.6,167.11205
88.6,124.500694
143.6,157.35628
348.59,230.24448
428.6,411.99
368.6,345.23557
193.6,238.66985
188.73,197.47578
288.6,224.22607
285.6,314.42712
258.6,235.84839
533.6,341.16467
243.61,218.25194
383.61,242.71083
148.6,158.54053
298.6,280.07898
160.1,185.96695
458.6,506.43695
188.6,229.24756
508.6,504.33804
178.6,188.4614
508.6,492.06824
153.6,211.93965
268.6,194.6965
238.6,283.00803
143.6,213.34294
328.6,206.92993
313.6,283.4597
98.6,167.44733
178.6,217.08954
215.6,326.2547
508.6,476.15622
379.35,390.3716
285.6,280.87262
238.6,213.1761
328.6,285.89197
408.6,414.99753
248.6,240.16272
228.6,273.4494
308.6,192.01218
81.98,103.78296
248.6,210.58276
508.6,511.79245
111.98,105.31516
218.6,242.914
151.6,209.54855
148.6,222.25623
258.6,181.17622
191.6,194.91953
368.6,283.00803
208.61,182.35141
191.6,218.96994
198.6,164.05229
308.6,236.82323
140.6,237.19687
178.6,263.2801
298.6,338.78247
208.61,189.76953
148.6,193.85672
818.6,377.61932
49.99,109.26809
563.6,440.0923
125.98,198.30879
368.6,278.0211
140.99,96.83543
128.6,218.13017
183.6,163.9432
328.6,187.51643
208.61,277.59485
533.6,425.38852
508.6,502.20142
183.6,253.60219
228.6,203.20995
348.6,518.43085
298.6,264.45184
123.61,165.66708
348.59,257.0449
148.6,167.81177
81.98,97.185165
328.6,222.2528
508.6,517.44006
248.6,296.21106
348.6,275.15036
133.6,178.78656
318.6,248.65506
101.99,165.01976
383.61,230.99672
148.6,247.4594
458.6,471.47006
428.6,512.28424
108.6,182.81587
238.6,183.88074
198.6,194.86853
338.61,317.59842
116.98,131.70769
191.6,214.76598
244.6,220.55185
284.61,199.67303
183.6,253.76479
183.6,288.69946
148.6,215.78757
244.6,280.2947
308.6,312.46106
143.6,236.72707
268.6,151.08562
233.99,187.3223
121.98,89.36816
538.6,465.7388
263.6,208.6116
348.6,384.39713
216.6,217.30014
208.61,194.24283
78.6,175.74438
278.6,288.66516
258.6,272.1835
140.6,175.63014
238.6,216.87593
148.6,222.94562
218.6,391.16718
88.6,148.61098
151.6,168.19212
528.6,391.59668
428.6,400.83105
318.6,240.98268
348.6,391.66702
358.6,370.11774
188.6,163.43105
208.61,267.40094
208.61,223.25761
244.6,262.11975
258.59,220.62196
348.6,252.73732
108.6,129.40988
278.6,216.85783
318.6,259.87463
398.6,190.38347
138.6,241.10446
308.6,340.9134
140.6,196.00777
168.61,241.79572
119.6,222.92046
178.6,239.86938
328.6,261.31134
278.6,432.73593
218.6,210.2631
238.99,273.46027
168.61,265.32074
198.6,204.00136
214.35,381.29745
508.6,490.52878
153.6,212.86205
518.6,496.22635
178.6,223.75734
191.6,236.3892
468.61,303.06696
408.6,329.96155
448.6,439.17017
98.6,182.56938
1649.6,432.90805
298.6,278.205
178.6,230.61775
101.6,186.12973
168.61,242.27008
278.6,277.1159
168.61,229.4062
228.6,220.17625
503.61,599.79144
188.6,419.93814
203.6,196.65027
278.6,267.21655
198.6,340.14972
198.6,222.19946
162.6,175.13553
188.6,310.2993
191.6,206.19905
68.6,168.67581
81.98,73.34222
208.61,155.73105
148.6,200.85112
98.6,218.8198
148.6,187.11644
248.6,185.70789
168.61,192.80841
128.6,194.28328
158.6,313.38385
398.6,290.20282
160.1,208.6731
151.6,283.5546
358.6,194.81148
428.91,286.70084
278.6,246.27924
338.61,230.14893
448.6,216.74063
228.6,233.82872
188.6,195.93866
118.6,212.18216
316.6,382.91574
148.6,195.31355
348.6,371.9048
208.61,224.8455
188.6,239.3874
244.6,255.6912
148.6,197.77295
269.6,235.74396
178.6,192.77585
208.61,214.39977
408.6,366.88013
308.6,412.5149
296.61,368.86966
408.6,210.44644
188.6,284.68698
448.6,218.15504
198.6,199.9
148.6,266.53104
298.6,241.60623
128.6,194.22507
140.6,184.2195
158.6,271.31284
298.6,313.4944
103.6,218.80313
448.6,311.7648
341.6,387.23087
66.99,56.357826
398.6,213.08032
308.6,192.57588
358.6,380.4602
118.6,191.7545
215.6,189.69759
241.6,256.85547
318.6,353.37924
368.6,270.55554
93.99,152.17657
398.6,346.02243
328.6,435.11545
173.6,195.4048
253.98,103.70434
215.6,173.53558
228.6,228.4352
208.61,207.6797
218.6,281.32544
318.6,257.81332
190.99,103.37219
318.6,396.06464
78.6,225.20547
253.61,249.0817
148.6,245.97739
98.6,198.76721
228.6,194.61823
188.6,210.37265
283.6,329.5884
140.6,243.20241
218.6,206.13037
408.6,406.28387
428.6,418.85208
188.6,253.26913
160.6,217.66608
518.6,545.6167
298.6,261.04456
197.61,174.31546
98.6,228.90822
408.6,397.57584
103.6,147.96898
188.6,182.83954
178.6,201.0774
448.6,225.16237
198.6,193.35983
328.6,352.91498
248.6,214.62071
127.6,138.6639
473.6,353.2201
363.6,274.25223
193.6,243.44376
428.6,403.36075
213.6,187.74231
228.6,306.19745
298.6,231.52673
233.99,128.19926
81.98,89.73875
448.6,422.15668
298.6,201.71426
148.6,163.07486
193.6,241.28915
140.6,222.01453
268.6,182.9425
208.61,178.19426
278.6,267.52396
168.61,215.32913
248.6,247.22852
248.6,237.44852
198.6,192.16144
618.6,679.546
102.6,235.13498
353.6,206.25171
218.6,246.86911
168.61,320.95187
338.61,303.32205
238.6,228.9685
203.61,149.97672
168.61,179.0216
358.6,376.90216
428.6,434.27582
218.6,194.67175
458.61,422.24747
248.6,307.11917
113.6,197.50891
328.61,322.53534
298.6,270.61215
358.6,305.47256
308.6,374.23764
198.6,225.85852
168.61,215.81148
198.6,193.37444
148.6,153.21869
108.6,262.49313
588.6,303.64825
172.6,232.22203
202.6,213.95734
35.97,49.26051
191.6,199.90352
150.6,241.0574
138.6,211.93965
268.59,237.19687
278.6,579.3792
238.61,235.05446
52.99,86.1345
103.6,212.45473
238.6,181.87932
78.6,155.64539
368.6,340.26492
308.6,347.79208
308.6,276.7742
373.61,230.61417
208.61,261.31802
183.6,226.3056
298.59,247.09134
96.99,159.11627
143.6,295.6288
148.6,216.32932
208.61,226.20828
198.6,213.35564
288.6,230.44754
252.61,311.08453
168.61,231.22769
268.6,253.44626
308.6,216.34854
203.6,235.69188
188.6,173.67729
268.6,352.2583
277.6,222.75032
218.6,194.13449
103.6,182.79666
248.6,311.16064
200.61,288.1071
153.6,183.94795
168.61,212.5373
178.6,199.9926
98.6,165.8379
148.6,191.99934
308.59,232.66771
138.6,199.1455
278.6,237.19687
178.6,205.82684
308.6,278.95914
338.61,288.741
278.6,435.15262
140.6,202.53868
248.6,266.50537
378.6,368.2319
138.6,345.24554
178.6,212.5373
498.6,586.0418
348.6,241.85442
98.6,165.96251
148.6,246.21544
258.6,187.62823
248.6,258.71738
178.6,192.3897
183.6,141.03902
508.6,488.5303
198.61,180.23802
181.6,202.87267
83.6,160.9688
598.61,614.6944
508.6,511.52228
42.98,86.33865
202.6,203.4178
308.6,189.04121
508.6,493.63345
178.6,214.95587
153.99,132.43132
188.6,252.7377
378.6,261.96506
348.6,231.94373
233.99,185.71992
268.6,214.1793
308.6,354.4564
628.6,486.0788
408.6,423.42676
298.6,178.97467
63.99,87.59513
228.6,319.4538
398.6,246.09013
123.61,159.20479
178.6,239.90791
172.6,244.89684
268.59,241.89294
140.6,198.07372
378.6,336.10193
188.6,235.59616
278.6,207.26959
518.6,388.72205
288.61,213.99086
150.6,180.48909
148.6,224.35611
208.61,207.26959
308.6,311.16064
168.61,207.82986
398.6,387.11725
73.98,114.165855
448.6,286.0402
123.61,178.64983
178.6,204.05127
112.6,210.25
498.6,288.04016
215.6,201.32846
448.6,456.1806
508.6,515.8308
165.61,170.36812
378.6,415.29575
188.6,279.07565
143.6,336.83182
348.59,204.21373
498.6,472.72952
398.6,368.66403
140.6,137.5308
228.6,245.95091
618.6,619.06085
96.99,110.29283
172.6,215.2866
191.6,320.57626
191.6,173.31952
188.6,238.02802
254.61,243.90767
151.6,129.54005
253.61,244.92508
50.99,80.784584
148.6,211.8046
348.6,236.43289
259.6,289.864
228.6,228.62344
348.6,252.22357
218.6,189.51434
188.6,207.67302
278.6,232.76033
63.99,161.58337
172.6,174.01141
108.6,188.98763
269.6,204.13406
258.59,337.97998
118.6,182.883
158.6,215.28929
178.6,235.80823
518.59,428.60446
218.6,201.48256
318.6,230.47081
148.6,167.1273
285.6,376.69403
308.6,401.6455
208.6,219.77061
298.6,355.8776
151.6,227.55435
103.6,217.19905
281.6,188.91695
143.6,195.76082
154.35,184.62582
284.35,198.84045
33.97,38.12043
248.6,222.37239
358.6,270.61215
148.6,249.54088
138.6,211.62686
68.98,54.699486
191.6,220.10422
191.6,192.5525
148.6,203.14604
86.98,73.98662
398.6,624.56006
418.6,228.9685
318.6,313.36392
248.6,263.7503
98.6,202.17145
151.6,188.53043
118.6,183.7775
498.6,493.63345
198.6,148.95018
248.6,300.953
308.6,398.426
53.99,82.71298
308.6,349.3653
238.6,197.06094
203.6,245.29968
408.6,283.24994
138.6,135.85332
168.61,174.5053
268.6,217.74199
188.6,214.01854
228.6,220.5
148.6,162.18439
209.35,294.09766
138.6,163.87477
128.6,184.87265
388.6,278.79004
168.61,189.14641
213.6,192.82474
328.6,209.25111
358.6,380.4602
228.6,193.11375
388.6,266.28525
98.6,167.88954
358.6,243.36171
248.6,242.9162
68.6,150.98386
165.61,206.17863
408.6,431.52353
277.6,217.08849
438.6,221.01924
508.6,542.1798
172.6,257.62527
198.6,223.56049
218.6,207.77359
238.6,197.72757
33.97,70.62675
278.6,245.39217
696.99,213.83133
203.6,194.80704
358.6,354.76346
228.6,242.74294
268.6,211.2724
198.6,206.50566
273.6,213.99086
238.6,153.82043
178.6,153.61551
108.6,140.98346
128.6,188.14532
53.98,78.441315
408.6,375.11255
208.61,201.71426
128.6,169.38158
191.6,241.92812
188.6,179.04442
272.6,265.03485
244.6,251.52834
118.6,185.22731
58.6,227.16434
98.6,185.2113
168.61,205.32152
518.59,431.1556
288.6,345.24554
113.6,153.1826
408.6,237.01942
217.6,228.00923
378.61,249.21239
358.6,251.3504
190.6,192.84071
148.6,218.6002
298.6,256.01633
372.6,217.23817
298.6,242.61409
167.98,186.14633
198.6,193.32031
47.98,108.042694
278.6,232.44926
408.6,458.30817
108.6,136.22414
298.6,396.3459
168.61,214.16766
413.6,273.33673
508.6,489.23154
568.6,446.6093
191.6,232.78036
398.6,417.2532
498.6,498.69247
383.97,222.97333
328.6,225.538
168.59,172.54564
508.6,502.6231
188.6,204.42403
213.6,240.02502
96.99,41.07148
998.6,496.8212
118.6,160.03905
98.6,200.4555
258.6,202.70923
493.6,433.99323
403.6,363.3295
448.6,411.37964
498.6,403.91806
198.6,335.5064
123.61,150.09204
188.6,170.82634
643.6,607.0428
198.6,274.77087
88.6,160.6267
83.99,91.26483
126.6,138.36555
358.6,354.85956
218.6,206.136
47.98,50.298515
248.6,439.27515
190.6,183.54082
151.6,306.8952
163.6,196.88942
328.6,312.10446
81.98,120.03606
448.6,474.3945
103.6,159.07878
198.6,206.96193
328.6,280.34528
294.61,208.77681
408.6,416.1319
168.61,210.24863
172.6,259.87628
172.6,198.53493
168.61,207.73906
118.6,150.09204
138.6,182.13864
148.6,184.39476
113.6,187.39813
172.6,253.07892
238.6,377.76837
508.6,428.69803
101.6,193.91667
178.6,281.66238
298.6,235.9243
358.6,349.2256
1028.61,753.7977
222.6,242.89642
228.6,212.35446
148.6,194.25545
148.6,243.48706
118.6,171.39136
218.6,259.6978
223.6,264.5647
248.6,240.25002
128.6,197.25429
458.61,354.40494
338.61,211.11562
98.6,127.822525
148.6,200.53955
241.6,276.97006
202.6,194.89882
498.6,331.20355
168.61,206.05421
278.6,420.7824
208.61,188.74356
298.6,244.39096
378.6,247.3842
173.6,267.86783
248.6,218.75317
128.6,234.57544
378.6,402.4665
103.6,169.68442
378.6,392.23282
198.6,247.1581
138.6,177.61412
198.6,258.3463
215.6,162.13052
228.6,178.78656
121.98,149.96173
98.6,160.51813
308.6,292.44186
113.6,185.22731
398.6,422.66315
148.6,197.29388
202.6,252.93329
118.6,213.82417
193.6,299.0264
308.6,292.81787
408.6,431.20343
153.6,164.02252
313.6,152.66214
308.6,388.72205
248.6,293.9801
218.6,165.8948
293.98,131.05316
428.6,445.32288
244.6,212.95612
103.6,179.86803
113.6,177.25406
298.6,209.52759
318.6,251.16293
248.6,244.13011
278.6,248.55522
278.6,292.2733
328.6,253.40837
168.61,155.53316
278.6,278.54956
140.6,231.50197
318.6,238.5209
113.6,203.30927
278.6,229.28284
